,Title,Domestic,International,Genre,Release Date,MPAA,Running Time,Budget,In Release,week 1,week 2,week 3,week 4,week 5,week 6,week 7,week 8,week 9,week 10,week 11,week 12,week 13,week 14,week 15,week 16,week 17,week 18,week 19,week 20,week 21,week 22,week 23,week 24,week 25,week 26,week 27,week 28,week 29,week 30,week 31,week 32,week 33,week 34,week 35,week 36,week 37,week 38,week 39,week 40,week 41,week 42,week 43,week 44,week 45,week 46,week 47,week 48,week 49,week 50,week 51,week 52,week 53,week 54,week 55,week 56,week 57,week 58,week 59,week 60,week 61,week 62,week 63,week 64,week 65,week 66,week 67,week 68,week 69,week 70,week 71,week 72,week 73,week 74,week 75,week 76,week 77,week 78,week 79,week 80,week 81,week 82,week 83,week 84,week 85,week 86,week 87,week 88,week 89,week 90,week 91,week 92,week 93,week 94,week 95,week 96,week 97,week 98,week 99,week 100,week 101,week 102,week 103,week 104,week 105,week 106,week 107,week 108,week 109,week 110,week 111,week 112,week 113,week 114,week 115,week 116,week 117,week 118,week 119,week 120,week 121,week 122,week 123,week 124,week 125,week 126,week 127,week 128,week 129,week 130,week 131,week 132,week 133,week 134,week 135,week 136,week 137,week 138,week 139,week 140,week 141,week 142,week 143,week 144,week 145,week 146,week 147,week 148,week 149,week 150,week 151,week 152,week 153,week 154,week 155,week 156,week 157,week 158,week 159,week 160,week 161,week 162,week 163,week 164,week 165,week 166,week 167,week 168,week 169,week 170,week 171,week 172,week 173,week 174,week 175,week 176,week 177,week 178,week 179,week 180,week 181,week 182,week 183,week 184,week 185,week 186,week 187,week 188,week 189,week 190,week 191,week 192,week 193,week 194,week 195,week 196,week 197,week 198,week 199,week 200,week 201,week 202,week 203,week 204,week 205,week 206,week 207,week 208,week 209,week 210,week 211,week 212,week 213,week 214,week 215,week 216,week 217,week 218,week 219,week 220,week 221,week 222,week 223,week 224,week 225,week 226,week 227,week 228,week 229,week 230,week 231,week 232,week 233,week 234,week 235,week 236,week 237,week 238,week 239,week 240,week 241,week 242,week 243,week 244,week 245,week 246,week 247,week 248,week 249,week 250,week 251,week 252,week 253,week 254,week 255,week 256,week 257,week 258,week 259,week 260,week 261,week 262,week 263,week 264,week 265,week 266,week 267,week 268,week 269,week 270,week 271,week 272,week 273,week 274,week 275,week 276,week 277,week 278,week 279,week 280,week 281,week 282,week 283,week 284,week 285,week 286,week 287,week 288,week 289,week 290,week 291,week 292,week 293,week 294,week 295,week 296,week 297,week 298,week 299,week 300,week 301,week 302,week 303,week 304,week 305,week 306,week 307,week 308,week 309,week 310,week 311,week 312,week 313,week 314,week 315,week 316,week 317,week 318,week 319,week 320,week 321,week 322,week 323,week 324,week 325,week 326,week 327,week 328,week 329,week 330,week 331,week 332,week 333,week 334,week 335,week 336,week 337,week 338,week 339,week 340,week 341,week 342,week 343,week 344,week 345,week 346,week 347,week 348,week 349,week 350,week 351,week 352,week 353,week 354,week 355,week 356,week 357,week 358,week 359,week 360,week 361,week 362,week 363,week 364,week 365,week 366,week 367,week 368,week 369,week 370,week 371,week 372,week 373,week 374
2838,Love the Coopers,"$26,302,731","$16,124,181",Comedy Fantasy Romance,"Nov 13, 2015 - Jan 14, 2016",PG-13,1 hr 47 min,"$17,000,000",415 days/59 weeks,"$10,994,225","$618,409","$260,383","$180,721","$67,017","$6,389,584","$3,799,817","$2,102,616","$1,889,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,Spotlight,"$45,055,776","$53,634,478",Biography Crime Drama,"Nov 6, 2015 (Nov 25, 2015) - May 5, 2016",R,2 hr 9 min,,422 days/60 weeks,"$446,770","$1,829,341","$2,437,057","$2,108,796","$1,694,127","$1,355,157","$2,656,182","$1,936,443","$1,703,046","$1,237,078","$1,074,159","$805,450","$1,410,618","$2,460,135","$1,320,264","$604,300","$239,817","$226,757","$115,820","$73,418","$55,854","$163,272","$5,575,778","$5,853,808","$4,088,252","$3,584,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,The Lazarus Effect,"$25,801,570","$12,555,322",Horror Mystery Sci-Fi Thriller,"Feb 27, 2015 - Jun 11, 2015",PG-13,1 hr 23 min,"$3,300,000",308 days/44 weeks,"$55,619","$55,283","$36,864","$22,334","$9,568","$7,100","$215,805","$117,606","$52,161","$110,896","$12,300,316","$6,624,002","$3,729,596","$1,807,002","$657,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,Ex Machina,"$25,442,958","$11,426,456",Drama Sci-Fi Thriller,"Apr 10, 2015 (Apr 24, 2015) - Sep 3, 2015",R,1 hr 48 min,"$15,000,000",266 days/38 weeks,"$316,877","$201,345","$153,162","$102,114","$64,350","$45,344","$19,380","$15,952","$11,938","$7,632","$6,272","$5,677","$3,615,000","$5,212,462","$585,000","$2,248,258","$1,122,034","$551,552","$327,616","$1,150,814","$5,349,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,The Big Short,"$70,259,870","$63,181,000",Biography Comedy Drama History,"Dec 11, 2015 (Dec 23, 2015) - Apr 7, 2016",R,2 hr 10 min,"$28,000,000",387 days/55 weeks,"$4,550,044","$18,503,730","$12,554,659","$8,771,045","$7,892,959","$4,686,636","$4,049,999","$2,381,361","$1,915,904","$1,263,111","$1,338,265","$672,744","$397,323","$188,582","$69,852","$82,252","$941,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,In the Heart of the Sea,"$25,020,758","$69,300,000",Action Adventure Biography Drama History,"Dec 11, 2015 - Feb 11, 2016",PG-13,2 hr 2 min,"$100,000,000",387 days/55 weeks,"$6,182,335","$1,745,955","$939,654","$261,977","$300,741","$194,593","$155,460","$104,948","$15,135,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,The Gallows,"$22,764,410","$20,200,000",Horror Mystery Thriller,"Jul 10, 2015 - Sep 17, 2015",R,1 hr 21 min,"$100,000",175 days/25 weeks,"$14,001,591","$6,173,145","$1,675,709","$511,146","$136,870","$46,627","$38,810","$83,826","$65,079","$31,607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,Hitman: Agent 47,"$22,467,450","$59,880,206",Action Adventure Crime Mystery Thriller,"Aug 21, 2015 - Oct 15, 2015",R,1 hr 36 min,"$35,000,000",133 days/19 weeks,"$11,420,731","$6,128,056","$3,371,488","$1,038,467","$342,048","$113,619","$43,250","$9,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,Project Almanac,"$22,348,241","$10,865,000",Drama Mystery Sci-Fi Thriller,"Jan 30, 2015 - Mar 26, 2015",PG-13,1 hr 46 min,"$12,000,000",336 days/48 weeks,"$10,428,640","$6,400,936","$3,808,800","$1,033,473","$291,420","$205,652","$121,031","$58,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,Black or White,"$21,571,189","$262,778",Drama,"Jan 30, 2015 - May 14, 2015",PG-13,2 hr 1 min,"$9,000,000",336 days/48 weeks,"$8,531","$8,424","$15,330","$66,577","$38,970","$21,422","$8,602,684","$6,113,618","$3,888,564","$1,496,220","$704,221","$363,436","$142,421","$70,550","$30,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,Aloha,"$21,067,116","$5,182,904",Comedy Drama Romance,"May 29, 2015 - Jul 30, 2015",PG-13,1 hr 45 min,"$37,000,000",217 days/31 weeks,"$1,636,798","$648,472","$305,592","$229,356","$126,437","$72,234","$48,104","$13,041,804","$4,958,319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,Secret in Their Eyes,"$20,180,155","$14,674,835",Crime Drama Mystery Thriller,"Nov 20, 2015 - Jan 14, 2016",PG-13,1 hr 51 min,"$19,500,000",408 days/58 weeks,"$227,190","$62,758","$68,855","$40,678","$9,529,039","$5,762,049","$2,745,937","$1,743,649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,Brooklyn,"$38,322,743","$23,753,398",Drama Romance,"Nov 4, 2015 (Nov 27, 2015) - May 26, 2016",PG-13,1 hr 57 min,,424 days/60 weeks,"$56,389","$291,607","$661,229","$2,018,502","$2,227,080","$1,819,964","$1,565,654","$2,914,708","$2,806,850","$2,529,772","$1,755,310","$1,641,848","$1,176,526","$1,058,495","$547,852","$392,874","$231,058","$111,524","$54,606","$48,768","$20,614","$19,346","$20,118","$16,643","$13,755","$12,463","$2,439,252","$5,331,546","$3,575,400","$2,962,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,Shaun the Sheep Movie,"$19,375,982","$86,833,396",Adventure Animation Comedy Family Fantasy,"Aug 5, 2015 - Oct 22, 2015",PG,1 hr 25 min,,149 days/21 weeks,"$1,571,338","$6,695,933","$4,738,181","$2,241,115","$1,543,764","$1,397,682","$552,510","$311,727","$98,276","$123,191","$70,493","$31,772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,Still Alice,"$18,754,371","$26,024,824",Drama,"Jan 16, 2015 (Feb 20, 2015) - May 21, 2015",PG-13,1 hr 41 min,"$5,000,000",350 days/50 weeks,"$292,000","$164,087","$85,888","$303,946","$582,114","$810,788","$1,220,937","$2,879,004","$3,492,211","$3,783,610","$2,356,573","$1,351,696","$719,566","$554,555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,Steve Jobs,"$17,766,658","$16,675,215",Biography Drama,"Oct 9, 2015 (Oct 23, 2015) - Dec 13, 2015",R,2 hr 2 min,"$30,000,000",91 days/13 weeks,"$710,481","$2,002,327","$9,247,875","$3,900,390","$1,119,660","$549,170","$122,380","$69,935","$44,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,Mr. Holmes,"$17,737,646","$11,617,557",Crime Drama Family Mystery Thriller,"Jul 17, 2015 (Jul 24, 2015) - Nov 5, 2015",PG,1 hr 44 min,,168 days/24 weeks,"$3,704,641","$4,266,738","$3,548,256","$1,960,455","$1,308,067","$864,794","$661,544","$632,055","$417,693","$211,434","$73,599","$35,711","$17,936","$19,914","$8,817","$5,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,Dope,"$17,506,470","$480,311",Adventure Comedy Crime Drama,"Jun 19, 2015 - Sep 17, 2015",R,1 hr 43 min,"$7,000,000",196 days/28 weeks,"$8,914,378","$4,091,894","$1,848,952","$966,239","$459,098","$210,156","$120,100","$63,355","$36,601","$34,170","$34,242","$627,352","$99,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,Concussion,"$34,542,474","$14,081,098",Biography Drama Sport,"Dec 25, 2015 - Mar 17, 2016",PG-13,2 hr 3 min,"$35,000,000",373 days/53 weeks,"$17,420,369","$10,497,909","$4,125,952","$1,503,579","$390,778","$226,299","$135,780","$81,099","$43,032","$18,568","$63,255","$35,854",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,Monkey Kingdom,"$16,432,322","$407,341",Documentary,"Apr 17, 2015 - Jul 23, 2015",,1 hr 21 min,,259 days/37 weeks,"$45,165","$38,322","$64,902","$24,938","$22,304","$8,919","$1,819,181","$1,749,336","$764,259","$380,050","$148,866","$74,428","$6,707,112","$4,584,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,The Transporter Refueled,"$16,029,670","$56,600,000",Action Thriller,"Sep 4, 2015 - Nov 19, 2015",PG-13,1 hr 36 min,,126 days/18 weeks,"$10,643,496","$3,937,320","$1,054,649","$181,122","$88,331","$26,512","$5,376","$35,958","$29,274","$21,263","$6,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,It Follows,"$14,674,076","$6,942,206",Horror Mystery Thriller,"Mar 13, 2015 (Mar 27, 2015) - Jun 25, 2015",R,1 hr 40 min,,294 days/42 weeks,"$5,476","$1,852","$163,551","$121,508","$58,568","$86,322","$36,205","$8,500","$3,698,116","$2,687,344","$1,196,824","$534,125","$220,663","$513,800","$5,341,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,Woodlawn,"$14,394,097","$7,520",Biography Drama History Sport,"Oct 16, 2015 - Feb 11, 2016",PG,2 hr 3 min,,443 days/63 weeks,"$5,374,648","$3,596,325","$2,416,225","$1,598,313","$856,787","$25,677","$7,858","$6,938","$5,351","$2,909","$1,337","$1,792",$813,"$291,184","$88,790","$42,815","$76,335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
