,Title,Domestic,International,Genre,Release Date,MPAA,Running Time,Budget,In Release,week 1,week 2,week 3,week 4,week 5,week 6,week 7,week 8,week 9,week 10,week 11,week 12,week 13,week 14,week 15,week 16,week 17,week 18,week 19,week 20,week 21,week 22,week 23,week 24,week 25,week 26,week 27,week 28,week 29,week 30,week 31,week 32,week 33,week 34,week 35,week 36,week 37,week 38,week 39,week 40,week 41,week 42,week 43,week 44,week 45,week 46,week 47,week 48,week 49,week 50,week 51,week 52,week 53,week 54,week 55,week 56,week 57,week 58,week 59,week 60,week 61,week 62,week 63,week 64,week 65,week 66,week 67,week 68,week 69,week 70,week 71,week 72,week 73,week 74,week 75,week 76,week 77,week 78,week 79,week 80,week 81,week 82,week 83,week 84,week 85,week 86,week 87,week 88,week 89,week 90,week 91,week 92,week 93,week 94,week 95,week 96,week 97,week 98,week 99,week 100,week 101,week 102,week 103,week 104,week 105,week 106,week 107,week 108,week 109,week 110,week 111,week 112,week 113,week 114,week 115,week 116,week 117,week 118,week 119,week 120,week 121,week 122,week 123,week 124,week 125,week 126,week 127,week 128,week 129,week 130,week 131,week 132,week 133,week 134,week 135,week 136,week 137,week 138,week 139,week 140,week 141,week 142,week 143,week 144,week 145,week 146,week 147,week 148,week 149,week 150,week 151,week 152,week 153,week 154,week 155,week 156,week 157,week 158,week 159,week 160,week 161,week 162,week 163,week 164,week 165,week 166,week 167,week 168,week 169,week 170,week 171,week 172,week 173,week 174,week 175,week 176,week 177,week 178,week 179,week 180,week 181,week 182,week 183,week 184,week 185,week 186,week 187,week 188,week 189,week 190,week 191,week 192,week 193,week 194,week 195,week 196,week 197,week 198,week 199,week 200,week 201,week 202,week 203,week 204,week 205,week 206,week 207,week 208,week 209,week 210,week 211,week 212,week 213,week 214,week 215,week 216,week 217,week 218,week 219,week 220,week 221,week 222,week 223,week 224,week 225,week 226,week 227,week 228,week 229,week 230,week 231,week 232,week 233,week 234,week 235,week 236,week 237,week 238,week 239,week 240,week 241,week 242,week 243,week 244,week 245,week 246,week 247,week 248,week 249,week 250,week 251,week 252,week 253,week 254,week 255,week 256,week 257,week 258,week 259,week 260,week 261,week 262,week 263,week 264,week 265,week 266,week 267,week 268,week 269,week 270,week 271,week 272,week 273,week 274,week 275,week 276,week 277,week 278,week 279,week 280,week 281,week 282,week 283,week 284,week 285,week 286,week 287,week 288,week 289,week 290,week 291,week 292,week 293,week 294,week 295,week 296,week 297,week 298,week 299,week 300,week 301,week 302,week 303,week 304,week 305,week 306,week 307,week 308,week 309,week 310,week 311,week 312,week 313,week 314,week 315,week 316,week 317,week 318,week 319,week 320,week 321,week 322,week 323,week 324,week 325,week 326,week 327,week 328,week 329,week 330,week 331,week 332,week 333,week 334,week 335,week 336,week 337,week 338,week 339,week 340,week 341,week 342,week 343,week 344,week 345,week 346,week 347,week 348,week 349,week 350,week 351,week 352,week 353,week 354,week 355,week 356,week 357,week 358,week 359,week 360,week 361,week 362,week 363,week 364,week 365,week 366,week 367,week 368,week 369,week 370,week 371,week 372,week 373,week 374
2861,Burnt,"$13,651,946","$22,954,797",Comedy Drama,"Oct 30, 2015 - Feb 11, 2016",R,1 hr 41 min,"$20,000,000",429 days/61 weeks,"$7,208,287","$4,387,232","$1,597,386","$5,970",$998,"$2,596","$3,534","$2,690","$33,396","$11,960","$3,019","$316,176","$44,277","$20,732","$13,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,The Hateful Eight,"$54,117,416","$101,642,701",Crime Drama Mystery Thriller Western,"Dec 25, 2015 (Dec 30, 2015) - Apr 28, 2016",R,2 hr 48 min,"$44,000,000",373 days/53 weeks,"$13,339,210","$21,783,610","$9,025,671","$5,462,184","$2,038,307","$1,014,859","$515,153","$221,924","$118,718","$93,435","$45,522","$40,713","$289,776","$19,062","$13,858","$36,568","$55,802","$3,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,Do You Believe?,"$12,985,600","$1,425,098",Drama,"Mar 20, 2015 - Jun 25, 2015",PG-13,2 hr,,287 days/41 weeks,"$4,651",$852,"$119,135","$110,403","$83,097","$50,302","$19,166","$6,994","$2,269,787","$1,278,816","$505,677","$225,907","$4,901,559","$3,409,254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,Love & Mercy,"$12,551,031","$16,090,745",Biography Drama Music,"Jun 5, 2015 (Jun 19, 2015) - Oct 1, 2015",PG-13,2 hr 1 min,,210 days/30 weeks,"$2,447,194","$2,527,402","$1,806,143","$1,110,087","$643,251","$381,685","$204,029","$132,138","$78,350","$55,560","$40,633","$38,450","$37,233","$26,159","$6,846","$7,260","$3,008,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,Strange Magic,"$12,429,583","$1,173,870",Adventure Animation Comedy Family Fantasy Musical Romance,"Jan 23, 2015 - Apr 16, 2015",PG,1 hr 39 min,,343 days/49 weeks,"$28,537","$10,746","$6,458,120","$4,125,793","$1,125,041","$228,562","$77,538","$44,334","$116,019","$100,309","$77,362","$37,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,Far from the Madding Crowd,"$12,236,500","$17,993,477",Drama Romance,"May 1, 2015 (May 22, 2015) - Aug 13, 2015",PG-13,1 hr 59 min,,245 days/35 weeks,"$701,207","$430,870","$270,977","$195,483","$138,071","$86,393","$52,821","$25,708","$17,292","$240,160","$1,090,487","$1,831,958","$3,779,833","$2,246,233","$1,129,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,The 33,"$12,227,722","$15,744,301",Biography Drama History,"Nov 13, 2015 - Jan 21, 2016",PG-13,2 hr 7 min,,415 days/59 weeks,"$7,660,692","$32,265","$98,851","$94,993","$60,801","$22,686","$3,099,043","$726,032","$261,081","$171,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,Amy,"$8,413,144","$15,292,905",Biography Documentary Music,"Jul 3, 2015 - Jan 14, 2016",R,2 hr 8 min,,548 days/78 weeks,"$340,796","$2,726,501","$1,749,095","$1,175,120","$714,865","$457,229","$334,949","$247,170","$180,116","$164,908","$109,664","$62,954","$36,978","$21,248","$17,812","$13,387","$12,741","$6,322","$11,680","$7,019","$1,884","$2,689","$2,818","$5,446","$3,491","$3,771","$2,491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,Bajrangi Bhaijaan,"$8,178,001","$67,369,183",Action Adventure Comedy Drama,"Jul 17, 2015 - Sep 10, 2015",,2 hr 43 min,,168 days/24 weeks,"$4,007,959","$2,256,435","$1,089,171","$403,861","$259,270","$84,746","$55,490","$21,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,While We're Young,"$7,587,485","$9,699,824",Comedy Drama Mystery,"Mar 27, 2015 (Apr 17, 2015) - Jun 28, 2015",R,1 hr 37 min,,280 days/40 weeks,"$14,563","$14,565","$601,121","$398,890","$224,509","$187,549","$96,022","$36,245","$672,678","$1,589,788","$2,040,910","$1,399,871","$305,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,I'll See You in My Dreams,"$7,449,681","$2,831",Comedy Drama Romance,"May 15, 2015 - Sep 10, 2015",PG-13,1 hr 32 min,,231 days/33 weeks,"$1,223,365","$1,047,799","$947,102","$729,871","$555,755","$312,483","$173,081","$107,960","$75,936","$52,786","$32,410","$26,249","$14,715","$74,216","$471,789","$755,618","$848,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,Inherent Vice,"$8,110,975","$6,700,000",Comedy Crime Drama Mystery Romance,"Dec 12, 2014 (Jan 9, 2015) - Feb 26, 2015",R,2 hr 28 min,,385 days/55 weeks,"$311,565","$447,315","$367,380","$3,736,979","$1,703,324","$524,672","$241,764","$169,402","$96,588","$59,281","$452,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,Grandma,"$6,980,524","$224,549",Comedy Drama,"Aug 21, 2015 (Sep 18, 2015) - Mar 3, 2016",R,1 hr 19 min,"$600,000",499 days/71 weeks,"$177,882","$393,132","$750,445","$872,260","$2,167,862","$1,130,511","$539,224","$338,213","$184,776","$142,203","$65,817","$42,049","$60,405","$4,537","$4,219","$7,012","$22,401","$6,101","$8,156","$7,502","$2,217","$1,856","$1,772",$231,"$16,452","$12,531","$12,176","$8,582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,Trumbo,"$7,857,741","$3,572,284",Biography Drama,"Nov 6, 2015 (Nov 27, 2015) - Mar 3, 2016",R,2 hr 4 min,,422 days/60 weeks,"$105,957","$222,795","$665,897","$318,824","$246,097","$166,457","$139,006","$156,766","$117,111","$62,992","$66,427","$35,542","$24,394","$712,937","$2,171,743","$1,424,435","$1,220,361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,Me and Earl and the Dying Girl,"$6,758,416","$2,316,333",Comedy Drama,"Jun 12, 2015 (Jul 3, 2015) - Sep 10, 2015",PG-13,1 hr 45 min,"$8,000,000",203 days/29 weeks,"$293,412","$570,639","$1,820,988","$2,195,751","$1,084,210","$380,341","$171,799","$84,023","$52,309","$39,657","$36,964","$18,518","$9,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,Little Boy,"$6,485,961","$11,086,328",Drama History War,"Apr 24, 2015 - Jun 18, 2015",PG-13,1 hr 46 min,,252 days/36 weeks,"$42,711","$1,269,282","$949,898","$458,313","$231,546","$101,535","$63,061","$3,369,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,A Most Violent Year,"$5,749,134","$6,257,936",Crime Drama Thriller,"Dec 31, 2014 (Jan 30, 2015) - Apr 26, 2015",R,2 hr 5 min,"$20,000,000",366 days/52 weeks,"$16,488","$13,128","$14,003","$113,258","$223,654","$153,262","$407,857","$569,874","$2,181,877","$1,322,567","$377,129","$142,434","$71,912","$51,091","$33,487","$27,011","$21,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,Danny Collins,"$5,637,066","$5,198,686",Comedy Drama Music,"Mar 20, 2015 (Apr 10, 2015) - Jun 4, 2015",R,1 hr 46 min,"$10,000,000",287 days/41 weeks,"$305,662","$203,410","$109,179","$76,454","$34,933","$508,967","$2,090,954","$1,301,090","$618,839","$96,969","$290,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,Room,"$14,677,654","$20,724,104",Drama Thriller,"Oct 16, 2015 (Jan 22, 2016) - Apr 24, 2016",R,1 hr 58 min,,443 days/63 weeks,"$154,894","$342,308","$434,945","$777,148","$807,715","$308,077","$190,812","$190,151","$220,606","$1,257,284","$2,135,991","$1,805,598","$1,081,595","$698,041","$644,590","$805,288","$461,605","$393,777","$80,190","$23,137","$7,462","$5,069","$5,427","$569,653","$477,661","$374,057","$423,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,Suffragette,"$4,702,420","$27,269,676",Drama History,"Oct 23, 2015 - Jan 14, 2016",PG-13,1 hr 46 min,,436 days/62 weeks,"$103,118","$253,450","$1,187,712","$1,503,739","$55,718","$19,679","$24,383","$20,802","$760,275","$374,197","$235,117","$164,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,The Danish Girl,"$11,114,018","$53,077,505",Biography Drama,"Nov 27, 2015 (Jan 22, 2016) - Mar 17, 2016",R,1 hr 59 min,,401 days/57 weeks,"$912,459","$2,806,348","$2,253,865","$1,284,332","$1,148,740","$880,027","$400,955","$218,840","$150,735","$104,736","$87,466","$56,074","$21,808","$245,732","$148,534","$393,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,The Water Diviner,"$4,196,641","$31,200,000",Drama History War,"Apr 24, 2015 - Jul 1, 2015",R,1 hr 51 min,"$22,500,000",252 days/36 weeks,"$26,075","$16,659","$15,292","$1,000,190","$780,670","$369,974","$197,692","$79,225","$36,154","$1,674,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,Irrational Man,"$4,030,360","$23,360,724",Comedy Crime Drama Romance,"Jul 17, 2015 (Aug 7, 2015) - Nov 5, 2015",R,1 hr 35 min,,168 days/24 weeks,"$258,341","$378,990","$730,582","$1,310,947","$621,281","$315,335","$140,852","$83,748","$52,652","$36,872","$25,670","$22,445","$28,234","$18,690","$2,895","$2,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
